ticket_id,created_at,channel,category,subcategory,priority,customer_message,assigned_team,agent_id,first_response_min,resolution_min,resolution_status,csat_score,contacts_per_ticket,cost_usd,market
TKT-101493,2026-03-08 06:23:59,email,voucher_problem,voucher_expired,low,Can I transfer my voucher to someone else?,bpo_vendorA,VA-030,43.4,,pending,3,4,2.79,IT
TKT-100384,2026-03-08 06:41:38,chat,billing,subscription_cancel,medium,Getting charged for Groupon+ but never signed up for it. ...,ai_chatbot,,0.6,10.5,resolved,3,4,0.15,US
TKT-108980,2026-03-08 06:44:36,phone,voucher_problem,voucher_transfer,medium,Can I transfer my voucher to someone else?,in_house,IH-013,23.0,32.8,resolved,3,4,8.77,US
TKT-101462,2026-03-08 06:52:49,email,billing,double_charge,medium,Getting charged for Groupon+ but never signed up for it.,bpo_vendorA,VA-002,253.6,254.6,resolved,3,5,4.59,IT
TKT-101727,2026-03-08 06:54:31,email,billing,,high,My payment failed but the money was taken from my account.,bpo_vendorB,VB-038,211.2,1000.3,resolved,4,5,7.35,AU
TKT-105671,2026-03-08 07:03:26,chat,billing,subscription_cancel,high,Getting charged for Groupon+ but never signed up for it. please help,in_house,IH-003,4.9,37.4,resolved,4,4,3.95,ES
TKT-107645,2026-03-08 07:04:59,chat,merchant_issue,merchant_no_show,low,Merchant says they never agreed to this deal on Groupon.,ai_chatbot,,4.7,8.7,resolved,,2,0.09,UK
TKT-106915,2026-03-08 07:12:54,chat,voucher_problem,voucher_transfer,high,I need to change the date on my voucher booking,bpo_vendorA,VA-009,2.7,16.0,resolved,5,4,2.81,UK
TKT-108999,2026-03-08 07:13:54,social,billing,subscription_cancel,medium,can you update my payment method? please help,bpo_vendorB,VB-039,32.6,33.6,resolved,5,7,2.71,US
TKT-106869,2026-03-08 07:15:03,social,order_status,order_not_received,low,Order is stuck in transit for over 10 days.,bpo_vendorA,VA-014,114.2,,abandoned,1,1,2.04,UK
TKT-100405,2026-03-08 07:15:31,email,account,email_change,high,My account shows purchases I didn't make.,bpo_vendorA,VA-028,14.1,620.8,resolved,3,5,9.7,DE
TKT-107270,2026-03-08 07:24:32,email,merchant_issue,merchant_closed,urgent,Merchant added extra charges not mentioned in the deal.,in_house,IH-029,28.1,38.6,escalated,,7,6.13,US
TKT-107088,2026-03-08 07:27:43,phone,merchant_issue,merchant_no_show,low,The merchant's phone number on the deal is disconnected.,in_house,IH-027,11.9,78.4,escalated,5,6,9.64,UK
TKT-100202,2026-03-08 07:30:45,email,refund,refund_policy_question,high,requesting refund - merchant refused to honor the deal.,ai_chatbot,,1.0,,pending,3,1,0.16,US
TKT-109000,2026-03-08 07:32:39,chat,other,feedback,urgent,"I'm having trouble with the website, pages won't load. this is ridiculous",bpo_vendorA,VA-012,4.6,5.6,escalated,3,5,2.81,US
TKT-105418,2026-03-08 07:34:19,chat,order_status,wrong_item,urgent,Tracking shows delivered but I never got it.,in_house,IH-021,1.0,0.3,resolved,3,2,3.89,ES
TKT-109916,2026-03-08 07:36:01,chat,merchant_issue,merchant_no_show,low,Merchant location was permanently closed when I arrived.,ai_chatbot,,0.8,6.3,escalated,,5,0.15,US
TKT-106690,2026-03-08 07:36:27,social,account,email_change,low,I forgot which email I used to create my account.,bpo_vendorB,VB-012,144.8,,pending,4,3,1.42,UK
TKT-104986,2026-03-08 07:38:47,email,refund,partial_refund,high,I bought a voucher last week and it doesn't work. I want my money back.,bpo_vendorA,VA-003,69.0,71.4,resolved,5,3,3.94,US
TKT-103459,2026-03-08 07:40:11,chat,other,feedback,medium,"I'm having trouble with the website, pages won't load.",bpo_vendorB,VB-002,4.4,,abandoned,3,6,1.97,US
TKT-107584,2026-03-08 07:42:27,chat,order_status,delivery_delayed,medium,When will my voucher be activated? I purchased it yesterday. ...,ai_chatbot,,1.4,17.3,resolved,,3,0.11,US
TKT-109631,2026-03-08 07:42:45,social,refund,refund_policy_question,low,"i need a refund for my purchase, the deal was not what was described.",ai_chatbot,,3.3,,pending,,4,0.16,US
TKT-104001,2026-03-08 07:43:29,social,voucher_problem,wrong_voucher,urgent,The fine print says something different than the deal page.,bpo_vendorA,VA-026,50.2,,abandoned,,5,2.29,DE
TKT-106187,2026-03-08 07:50:45,email,refund,,low,I never received my order and want a full refund please.,in_house,IH-028,39.1,110.5,resolved,4,3,7.73,ES
TKT-106647,2026-03-08 07:53:15,email,refund,,low,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorA,VA-042,183.9,-58.3,resolved,2,5,7.7,UK
TKT-104652,2026-03-08 07:57:46,email,merchant_issue,merchant_closed,medium,the merchant is asking for additional payment beyond the groupon price.,ai_chatbot,,0.8,2.8,resolved,4,3,0.16,IT
TKT-103028,2026-03-08 08:10:11,chat,account,,medium,I forgot which email I used to create my account.,bpo_vendorA,VA-026,7.9,47.2,resolved,3,2,1.92,US
TKT-102591,2026-03-08 08:13:13,phone,billing,subscription_cancel,high,My payment failed but the money was taken from my account.,bpo_vendorA,VA-034,14.5,22.3,resolved,3,5,3.42,AU
TKT-101693,2026-03-08 08:13:53,email,voucher_problem,wrong_voucher,medium,My voucher won't load on the mobile app.,bpo_vendorB,VB-036,189.7,255.8,resolved,4,6,4.61,US
TKT-108413,2026-03-08 08:15:33,phone,order_status,delivery_delayed,medium,Status says 'shipped' but carrier has no record of it.,bpo_vendorA,VA-028,2.6,28.5,resolved,4,3,3.34,US
TKT-108629,2026-03-08 08:20:33,chat,other,feedback,high,What's your return policy?,bpo_vendorA,VA-016,5.2,25.0,escalated,4,8,2.64,AU
TKT-104722,2026-03-08 08:31:22,email,voucher_problem,voucher_expired,medium,i need to change the date on my voucher booking.,bpo_vendorB,VB-033,299.7,434.3,escalated,1,6,5.31,AU
TKT-107105,2026-03-08 08:35:20,phone,account,account_locked,high,Can't log in with my social media account anymore.,bpo_vendorB,VB-012,16.9,53.2,resolved,3,8,4.25,US
TKT-102588,2026-03-08 08:43:05,chat,account,delete_account,medium,I want to delete my account and all my data.,bpo_vendorB,VB-033,12.8,59.6,resolved,2,5,1.52,UK
TKT-106153,2026-03-08 08:49:20,email,voucher_problem,,high,I received the wrong voucher for my purchase,bpo_vendorA,VA-040,97.1,,abandoned,1,4,2.89,US
TKT-106215,2026-03-08 08:52:27,chat,merchant_issue,merchant_no_show,low,The merchant is asking for additional payment beyond the Groupon price.,bpo_vendorA,VA-046,4.9,52.3,resolved,,4,2.23,UK
TKT-102791,2026-03-08 09:02:35,chat,refund,full_refund,high,"The experience was terrible, nothing like advertised. Refund please!",ai_chatbot,,0.5,38.8,resolved,4,1,0.13,IT
TKT-101032,2026-03-08 09:05:12,chat,refund,partial_refund,high,"The experience was terrible, nothing like advertised. Refund please!",bpo_vendorB,VB-028,5.4,38.7,resolved,4,4,1.98,ES
TKT-108369,2026-03-08 09:11:50,email,merchant_issue,merchant_no_show,medium,The merchant's phone number on the deal is disconnected.,bpo_vendorA,VA-045,43.0,44.0,resolved,4,6,3.08,AU
TKT-100268,2026-03-08 09:13:48,email,refund,,medium,I never received my order and want a full refund please. URGENT!!!,bpo_vendorA,VA-048,147.3,192.6,escalated,,6,3.18,DE
TKT-107305,2026-03-08 09:15:55,email,refund,,medium,Requesting refund - merchant refused to honor the deal.,in_house,IH-009,75.4,,abandoned,1,4,3.53,UK
TKT-102702,2026-03-08 09:23:34,chat,account,password_reset,high,I forgot which email I used to create my account,bpo_vendorA,VA-016,4.0,11.0,resolved,5,4,3.03,US
TKT-105482,2026-03-08 09:25:40,email,refund,full_refund,medium,"I want to return this product, how do I get refunded?",ai_chatbot,,0.4,,pending,4,3,0.16,AU
TKT-103926,2026-03-08 09:27:18,phone,billing,payment_failed,high,I cancelled within the window but was still charged.,in_house,IH-010,3.5,19.3,escalated,3,7,8.59,US
TKT-106683,2026-03-08 09:28:18,email,merchant_issue,,urgent,Merchant location was permanently closed when I arrived.,bpo_vendorA,VA-036,40.0,,pending,3,7,2.96,DE
TKT-103293,2026-03-08 09:29:01,chat,merchant_issue,service_quality,medium,The merchant was rude and refused to accept my Groupon.,bpo_vendorA,VA-003,6.8,,abandoned,1,7,2.08,US
TKT-103835,2026-03-08 09:31:33,social,refund,full_refund,high,I bought a voucher last week and it doesn't work. I want my money back.,ai_chatbot,,1.6,7.1,resolved,3,2,0.18,US
TKT-101183,2026-03-08 09:33:10,social,refund,refund_policy_question,low,I've been waiting 2 weeks for my refund and still nothing.,ai_chatbot,,1.7,11.3,resolved,4,1,0.13,US
TKT-105957,2026-03-08 09:34:11,email,account,,medium,Can't log in with my social media account anymore.,ai_chatbot,,1.2,,pending,3,1,0.11,US
TKT-104392,2026-03-08 09:35:00,email,refund,refund_not_received,high,"I need a refund for my purchase, the deal was not what was described.",in_house,IH-035,57.7,,abandoned,2,3,5.71,UK
TKT-100330,2026-03-08 09:38:38,phone,refund,refund_policy_question,low,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorA,VA-045,49.3,192.2,resolved,4,3,5.51,AU
TKT-108447,2026-03-08 09:39:06,email,refund,partial_refund,medium,"Double charged on my last purchase, need one refund.",bpo_vendorB,VB-032,181.3,433.8,resolved,3,4,5.81,FR
TKT-104622,2026-03-08 09:42:13,email,order_status,tracking_issue,medium,Tracking shows delivered but I never got it,bpo_vendorB,VB-003,114.3,282.9,escalated,,7,4.79,AU
TKT-106323,2026-03-08 09:53:10,email,order_status,order_not_received,urgent,Where is my order? It's been 5 days and no update. please help,ai_chatbot,,0.6,2.1,resolved,,1,0.14,US
TKT-103262,2026-03-08 09:53:31,chat,billing,,high,My payment failed but the money was taken from my account.,ai_chatbot,,0.7,7.2,resolved,4,2,0.14,US
TKT-107402,2026-03-08 10:03:33,chat,voucher_problem,wrong_voucher,medium,"My voucher expired before I could use it, can you extend it? URGENT!!!",in_house,IH-029,1.4,14.8,resolved,4,2,3.83,US
TKT-101237,2026-03-08 10:07:16,chat,billing,promo_code_issue,low,My bank flagged a Groupon charge as suspicious.,ai_chatbot,,0.6,10.0,escalated,,5,0.16,US
TKT-107888,2026-03-08 10:12:53,phone,billing,payment_failed,medium,"I was charged twice for the same deal, please fix this.",in_house,IH-005,3.9,21.1,resolved,5,4,7.01,UK
TKT-104774,2026-03-08 10:14:33,phone,voucher_problem,voucher_not_working,medium,I have a voucher for a deal that's no longer available.,in_house,IH-029,,26.4,resolved,4,3,8.99,UK
TKT-107210,2026-03-08 10:15:17,social,merchant_issue,merchant_closed,high,I booked an appointment but merchant says they're not participating anymore.,bpo_vendorB,VB-035,47.7,154.2,resolved,,7,2.84,UK
TKT-104071,2026-03-08 10:15:48,chat,refund,refund_policy_question,urgent,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorB,VB-031,3.0,31.4,escalated,,6,2.36,AU
TKT-106608,2026-03-08 10:17:35,phone,account,email_change,low,Need to change the email address on my account.,in_house,IH-007,8.1,69.6,resolved,,3,7.54,US
TKT-103364,2026-03-08 10:19:11,social,voucher_problem,voucher_transfer,medium,i need to change the date on my voucher booking.,in_house,IH-001,35.5,36.5,resolved,5,2,3.61,FR
TKT-100859,2026-03-08 10:22:42,email,billing,payment_failed,high,I cancelled within the window but was still charged.,bpo_vendorB,VB-038,47.5,118.2,resolved,3,3,3.67,US
TKT-100544,2026-03-08 10:26:26,chat,order_status,tracking_issue,medium,tracking shows delivered but i never got it.,in_house,IH-005,4.1,,pending,4,5,0.0,US
TKT-102735,2026-03-08 10:57:03,social,account,account_locked,low,Need to update my phone number on the account.,ai_chatbot,,,11.5,resolved,2,3,0.15,US
TKT-106063,2026-03-08 10:57:40,chat,merchant_issue,merchant_closed,low,The merchant is asking for additional payment beyond the Groupon price.,bpo_vendorA,VA-028,16.3,28.8,escalated,2,9,3.03,FR
TKT-102553,2026-03-08 10:58:04,social,other,general_inquiry,medium,Just wanted to say I had a great experience with my last deal!,in_house,IH-028,21.9,37.2,resolved,,4,5.26,US
TKT-107146,2026-03-08 11:02:54,email,billing,subscription_cancel,low,I keep getting charged monthly but I cancelled my subscription.,in_house,IH-023,50.4,51.4,resolved,,6,4.94,US
TKT-105943,2026-03-08 11:09:27,phone,refund,refund_not_received,medium,I never received my order and want a full refund please.,bpo_vendorA,VA-036,43.0,,pending,3,4,4.6,US
TKT-101066,2026-03-08 11:15:10,phone,voucher_problem,,low,Can I transfer my voucher to someone else?,in_house,IH-013,53.5,85.1,escalated,2,6,9.64,AU
TKT-100342,2026-03-08 11:16:09,chat,billing,double_charge,high,I see an unauthorized charge on my credit card from Groupon.,bpo_vendorB,VB-009,3.8,,abandoned,,4,2.22,US
TKT-103652,2026-03-08 11:21:39,email,voucher_problem,voucher_not_working,high,I have a voucher for a deal that's no longer available.,bpo_vendorB,VB-011,39.1,40.1,resolved,4,6,3.18,US
TKT-109790,2026-03-08 11:42:48,email,refund,,low,can i get a partial refund? the service was only half of what was promised.,ai_chatbot,,1.7,7.9,resolved,,1,0.18,US
TKT-103685,2026-03-08 11:44:30,email,merchant_issue,merchant_closed,high,The merchant's phone number on the deal is disconnected.,bpo_vendorA,VA-042,80.6,81.6,resolved,3,6,4.48,DE
TKT-106206,2026-03-08 11:45:10,social,order_status,wrong_item,medium,When will my voucher be activated? I purchased it yesterday.,in_house,IH-007,33.3,34.3,resolved,5,4,3.32,US
TKT-106244,2026-03-08 11:49:58,email,order_status,order_not_received,high,"I received the wrong item, this isn't what I ordered.",bpo_vendorA,VA-032,192.0,280.8,resolved,5,2,5.51,ES
TKT-108230,2026-03-08 11:50:29,email,refund,refund_not_received,low,"Double charged on my last purchase, need one refund.",bpo_vendorA,VA-035,153.4,457.3,escalated,4,7,6.65,DE
TKT-105753,2026-03-08 11:59:12,chat,merchant_issue,,medium,Merchant added extra charges not mentioned in the deal.,bpo_vendorB,VB-017,10.6,,abandoned,,7,1.49,US
TKT-102212,2026-03-08 11:59:18,chat,voucher_problem,voucher_not_working,medium,i need to change the date on my voucher booking.,in_house,IH-016,6.9,14.7,resolved,4,3,3.65,AU
TKT-103770,2026-03-08 12:03:05,social,merchant_issue,merchant_closed,low,The merchant is asking for additional payment beyond the Groupon price.,bpo_vendorB,VB-008,157.2,183.6,resolved,,3,3.34,FR
TKT-104111,2026-03-08 12:21:26,phone,refund,,urgent,"Double charged on my last purchase, need one refund.",bpo_vendorA,VA-041,4.8,21.8,resolved,3,6,3.6,US
TKT-107230,2026-03-08 12:24:08,chat,order_status,wrong_item,high,can you confirm my order went through? i didn't get a confirmation email.,in_house,IH-035,1.7,10.0,resolved,5,3,3.57,UK
TKT-108853,2026-03-08 12:28:26,phone,voucher_problem,wrong_voucher,low,Voucher says valid until next month but merchant won't accept it.,in_house,IH-005,5.6,49.2,escalated,3,3,5.29,US
TKT-103358,2026-03-08 12:39:35,chat,order_status,wrong_item,medium,I need to change the delivery address for my order.,ai_chatbot,,0.9,,pending,4,3,0.13,AU
TKT-105560,2026-03-08 12:40:15,chat,order_status,delivery_delayed,medium,Status says 'shipped' but carrier has no record of it. ??,bpo_vendorA,VA-048,90.7,91.7,resolved,4,4,3.56,ES
TKT-103701,2026-03-08 12:46:24,email,account,password_reset,medium,I forgot which email I used to create my account. this is ridiculous,bpo_vendorA,VA-038,138.8,162.2,resolved,3,4,5.34,US
TKT-107616,2026-03-08 13:06:53,email,refund,full_refund,medium,"The experience was terrible, nothing like advertised. Refund please!",in_house,IH-015,21.3,37.9,escalated,4,6,3.72,ES
TKT-100184,2026-03-08 13:17:45,chat,voucher_problem,voucher_transfer,high,Can I transfer my voucher to someone else?,bpo_vendorB,VB-025,1.6,19.6,resolved,4,3,1.77,DE
TKT-101790,2026-03-08 13:20:53,email,billing,double_charge,urgent,The promo code I used didn't apply the discount.,in_house,IH-014,51.0,168.6,resolved,4,5,8.51,AU
TKT-107484,2026-03-08 13:29:46,email,refund,partial_refund,high,I bought a voucher last week and it doesn't work I want my money back,ai_chatbot,,0.3,,pending,,1,0.13,UK
TKT-107796,2026-03-08 13:40:25,chat,other,,high,What's your return policy?,ai_chatbot,,0.5,,abandoned,2,1,0.13,IT
TKT-101177,2026-03-08 13:53:54,phone,merchant_issue,service_quality,urgent,merchant location was permanently closed when i arrived.,bpo_vendorB,VB-005,7.3,37.6,resolved,2,4,2.86,US
TKT-105650,2026-03-08 13:56:45,chat,merchant_issue,merchant_no_show,medium,The merchant's phone number on the deal is disconnected ...,bpo_vendorB,VB-001,8.9,41.6,escalated,2,9,2.54,UK
TKT-105167,2026-03-08 13:57:27,phone,account,account_locked,low,Need to change the email address on my account.,bpo_vendorB,VB-013,,1155.6,resolved,2,5,9.43,US
TKT-103557,2026-03-08 13:58:16,chat,order_status,tracking_issue,high,Tracking shows delivered but I never got it.,bpo_vendorA,VA-039,2.8,99.7,escalated,3,6,2.26,AU
TKT-105687,2026-03-08 13:59:24,phone,voucher_problem,voucher_transfer,low,I need to change the date on my voucher booking. ...,in_house,IH-031,20.5,41.8,escalated,4,6,7.71,US
TKT-102066,2026-03-08 14:11:17,social,refund,refund_not_received,medium,I've been waiting 2 weeks for my refund and still nothing.,ai_chatbot,,1.8,5.2,resolved,2,2,0.1,AU
TKT-107738,2026-03-08 14:16:54,social,billing,subscription_cancel,high,I see an unauthorized charge on my credit card from Groupon.,bpo_vendorB,VB-030,43.5,97.4,resolved,3,7,2.55,US
TKT-106067,2026-03-08 14:32:37,email,billing,payment_failed,high,"I was charged twice for the same deal, please fix this.",ai_chatbot,,1.7,18.3,resolved,3,5,0.18,US
TKT-108471,2026-03-08 14:33:56,chat,merchant_issue,merchant_closed,high,The service quality was far below what was advertised.,in_house,IH-033,5.4,24.2,resolved,,6,2.91,ES
TKT-106242,2026-03-08 14:42:13,social,billing,subscription_cancel,medium,I was charged the wrong amount for my purchase.,in_house,IH-006,25.4,683.9,resolved,0,4,12.47,DE
TKT-103449,2026-03-08 14:52:40,phone,refund,,high,Requesting refund - merchant refused to honor the deal.,in_house,IH-030,5.3,,pending,3,2,5.29,AU
TKT-102191,2026-03-08 14:57:07,chat,refund,refund_not_received,medium,"The experience was terrible, nothing like advertised. Refund please!",ai_chatbot,,0.4,3.9,escalated,,6,0.13,UK
TKT-107463,2026-03-08 14:57:28,social,other,partnership,urgent,Is Groupon still operating? I heard rumors you were shutting down,bpo_vendorB,VB-036,73.4,74.4,resolved,4,6,1.76,AU
TKT-108384,2026-03-08 14:58:21,chat,refund,partial_refund,high,i've been waiting 2 weeks for my refund and still nothing.,ai_chatbot,,0.3,27.9,resolved,,1,0.11,IT
TKT-106440,2026-03-08 14:59:34,email,voucher_problem,,high,the voucher shows as redeemed but i never used it.,bpo_vendorA,VA-013,11.5,17.9,resolved,3,4,3.25,ES
TKT-104808,2026-03-08 15:07:49,chat,refund,full_refund,medium,Can I get a partial refund? The service was only half of what was promised.,ai_chatbot,,4.0,5.0,escalated,,5,0.1,UK
TKT-103991,2026-03-08 15:14:09,email,order_status,delivery_delayed,medium,When will my voucher be activated? I purchased it yesterday.,bpo_vendorA,VA-001,83.2,,abandoned,,4,3.38,UK
TKT-106231,2026-03-08 15:19:36,chat,billing,subscription_cancel,medium,I cancelled within the window but was still charged.,bpo_vendorB,VB-021,10.5,37.1,escalated,2,8,2.28,DE
TKT-106162,2026-03-08 15:37:59,social,account,password_reset,high,Someone hacked my account and made purchases.,bpo_vendorA,VA-048,34.8,35.8,escalated,3,7,2.6,US
TKT-101624,2026-03-08 15:40:16,chat,other,,medium,How do Groupon deals work exactly?,ai_chatbot,,0.5,1.8,escalated,3,3,0.1,FR
TKT-103038,2026-03-08 15:41:07,chat,merchant_issue,merchant_no_show,medium,The merchant was rude and refused to accept my Groupon.,in_house,IH-010,3.1,,pending,3,6,3.54,AU
TKT-105770,2026-03-08 15:54:20,social,refund,partial_refund,low,requesting refund - merchant refused to honor the deal.,ai_chatbot,,5.5,,pending,,3,0.1,IT
TKT-100997,2026-03-08 16:02:38,chat,account,password_reset,urgent,"I can't reset my password, the email never arrives.",bpo_vendorB,VB-017,2.5,20.1,escalated,4,7,2.44,DE
TKT-102263,2026-03-08 16:10:19,phone,voucher_problem,wrong_voucher,medium,"My voucher expired before I could use it, can you extend it?",in_house,IH-007,6.2,,abandoned,,4,7.53,DE
TKT-101685,2026-03-08 16:22:35,chat,voucher_problem,voucher_not_working,low,I need to change the date on my voucher booking.,ai_chatbot,,1.6,,abandoned,2,1,0.09,US
TKT-104517,2026-03-08 16:38:36,chat,refund,full_refund,high,"I want to return this product, how do I get refunded?",bpo_vendorB,VB-035,4.9,37.8,resolved,,3,2.24,ES
TKT-102215,2026-03-08 16:42:50,chat,voucher_problem,,high,Can I transfer my voucher to someone else?,ai_chatbot,,1.0,13.8,resolved,5,5,0.13,US
TKT-109984,2026-03-08 17:05:46,phone,voucher_problem,wrong_voucher,urgent,My voucher won't load on the mobile app.,in_house,IH-010,4.0,16.7,resolved,4,1,8.67,US
TKT-108921,2026-03-08 17:06:49,chat,merchant_issue,merchant_closed,medium,Merchant provided a completely different service than described.,bpo_vendorB,VB-017,15.5,-29.8,pending,2,7,1.9,FR
TKT-109432,2026-03-08 17:14:36,social,merchant_issue,service_quality,medium,Merchant added extra charges not mentioned in the deal.,bpo_vendorA,VA-033,103.4,214.9,resolved,,5,4.04,UK
TKT-109476,2026-03-08 17:28:43,chat,merchant_issue,merchant_no_show,high,I booked an appointment but merchant says they're not participating anymore.,ai_chatbot,,0.3,5.8,resolved,,1,0.11,US
TKT-107356,2026-03-08 17:29:36,chat,voucher_problem,wrong_voucher,high,My voucher won't load on the mobile app. ...,ai_chatbot,,1.2,,pending,4,2,0.14,IT
TKT-101174,2026-03-08 17:32:59,email,merchant_issue,service_quality,low,I booked an appointment but merchant says they're not participating anymore.,in_house,IH-004,44.3,13.3,resolved,,4,4.5,AU
TKT-109455,2026-03-08 17:33:24,chat,order_status,wrong_item,medium,My order status has been 'processing' for a week now.,ai_chatbot,,1.1,9.1,resolved,4,1,0.12,AU
TKT-106645,2026-03-08 17:40:36,email,merchant_issue,merchant_no_show,medium,The service quality was far below what was advertised. ...,in_house,IH-013,35.9,96.3,resolved,5,5,4.18,ES
TKT-109638,2026-03-08 17:41:22,social,refund,partial_refund,high,"The experience was terrible, nothing like advertised. Refund please!",in_house,IH-032,29.4,65.1,resolved,5,2,3.91,IT
TKT-107745,2026-03-08 17:49:09,email,refund,partial_refund,high,Requesting refund - merchant refused to honor the deal.,bpo_vendorA,VA-004,43.8,161.3,resolved,4,3,4.9,FR
TKT-102336,2026-03-08 17:57:23,phone,voucher_problem,wrong_voucher,low,The voucher code isn't working when I try to redeem it.,bpo_vendorA,VA-035,18.7,19.7,resolved,3,5,5.59,AU
TKT-103167,2026-03-08 18:00:12,email,merchant_issue,redemption_problem,high,Merchant says they never agreed to this deal on Groupon.,bpo_vendorA,VA-035,48.6,113.2,escalated,2,8,4.3,ES
TKT-102925,2026-03-08 18:12:27,social,order_status,tracking_issue,urgent,Package shows delivered to wrong address.,ai_chatbot,,1.4,4.0,resolved,4,1,0.17,FR
TKT-104422,2026-03-08 18:12:56,email,other,,medium,Just wanted to say I had a great experience with my last deal!,ai_chatbot,,1.0,,pending,3,1,0.11,UK
TKT-102388,2026-03-08 18:18:19,email,voucher_problem,voucher_not_working,low,I received the wrong voucher for my purchase.,bpo_vendorA,VA-033,161.3,,pending,4,6,3.58,US
TKT-104003,2026-03-08 18:37:38,phone,order_status,order_not_received,high,When will my voucher be activated? I purchased it yesterday.,bpo_vendorB,VB-022,20.1,21.1,resolved,2,4,3.06,ES
TKT-102317,2026-03-08 18:44:08,chat,order_status,wrong_item,medium,Tracking shows delivered but I never got it.,ai_chatbot,,0.6,,abandoned,3,2,0.13,US
TKT-100302,2026-03-08 18:44:42,chat,refund,full_refund,high,I've been waiting 2 weeks for my refund and still nothing.,ai_chatbot,,0.4,17.6,resolved,,5,0.14,US
TKT-109786,2026-03-08 18:51:15,email,account,email_change,low,Someone hacked my account and made purchases.,bpo_vendorA,VA-050,162.0,208.2,resolved,,3,3.55,US
TKT-106106,2026-03-08 19:06:33,phone,billing,double_charge,urgent,"I was charged twice for the same deal, please fix this.",in_house,IH-007,2.0,,pending,4,6,4.82,US
TKT-100070,2026-03-08 19:07:01,social,refund,refund_policy_question,urgent,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorB,VB-014,39.2,64.2,resolved,4,3,2.22,UK
TKT-107523,2026-03-08 19:10:11,phone,voucher_problem,,low,The fine print says something different than the deal page.,bpo_vendorA,VA-031,19.1,169.1,resolved,4,4,7.02,US
TKT-101863,2026-03-08 19:18:37,phone,account,delete_account,low,My account got locked after too many login attempts. ??,bpo_vendorA,VA-016,20.1,21.1,resolved,4,5,4.76,UK
TKT-105823,2026-03-08 19:28:20,chat,voucher_problem,voucher_transfer,medium,The voucher code isn't working when I try to redeem it.,bpo_vendorB,VB-010,12.1,78.4,resolved,3,5,1.8,AU
TKT-101021,2026-03-08 19:33:02,chat,voucher_problem,voucher_not_working,high,The fine print says something different than the deal page.,bpo_vendorB,VB-031,3.6,23.5,resolved,3,5,1.68,IT
TKT-101334,2026-03-08 19:34:01,email,refund,full_refund,medium,"I want to return this product, how do I get refunded?",in_house,IH-001,47.1,,pending,,4,4.27,US
TKT-103880,2026-03-08 19:37:49,phone,refund,,medium,"The experience was terrible, nothing like advertised. Refund please! this is ridiculous",bpo_vendorB,VB-010,8.2,19.7,resolved,4,5,3.44,UK
TKT-104766,2026-03-08 19:40:08,chat,order_status,order_not_received,medium,Package shows delivered to wrong address.,ai_chatbot,,0.6,,pending,,3,0.09,FR
TKT-104148,2026-03-08 20:00:08,email,refund,full_refund,medium,"I want to return this product, how do I get refunded?",ai_chatbot,,1.0,,abandoned,,3,0.14,FR
TKT-109227,2026-03-08 20:01:07,email,voucher_problem,voucher_transfer,low,I have a voucher for a deal that's no longer available.,ai_chatbot,,2.0,,abandoned,,5,0.18,US
TKT-109860,2026-03-08 20:24:34,chat,billing,double_charge,urgent,I was charged the wrong amount for my purchase.,bpo_vendorB,VB-002,3.6,29.1,resolved,,6,1.96,DE
TKT-100199,2026-03-08 20:31:02,email,voucher_problem,,high,I have a voucher for a deal that's no longer available.,in_house,IH-005,55.1,127.8,resolved,,4,7.66,US
TKT-101701,2026-03-08 20:33:58,chat,refund,,medium,I never received my order and want a full refund please.,bpo_vendorB,VB-029,11.3,40.7,resolved,3,5,1.81,US
TKT-104296,2026-03-08 20:56:32,phone,account,account_locked,low,I have two accounts and need to merge them.,bpo_vendorA,VA-019,21.0,31.7,resolved,3,4,4.67,AU
TKT-101572,2026-03-08 20:59:55,social,refund,partial_refund,high,I bought a voucher last week and it doesn't work. I want my money back.,bpo_vendorB,VB-018,30.1,31.6,resolved,,4,2.1,AU
TKT-104827,2026-03-08 21:07:56,chat,billing,double_charge,low,"I was charged twice for the same deal, please fix this.",in_house,IH-025,4.4,28.1,resolved,4,5,3.09,US
TKT-102103,2026-03-08 21:10:13,chat,order_status,order_not_received,medium,When will my voucher be activated? I purchased it yesterday.,in_house,IH-015,2.7,15.4,resolved,,3,4.72,UK
TKT-106893,2026-03-08 21:19:14,social,order_status,order_not_received,high,order is stuck in transit for over 10 days.,in_house,IH-009,12.3,28.9,resolved,4,3,4.59,FR
TKT-106105,2026-03-08 21:21:21,chat,other,,high,How do I become a merchant on Groupon?,in_house,IH-014,1.5,9.0,resolved,4,1,2.62,DE
TKT-104294,2026-03-08 21:30:23,chat,order_status,tracking_issue,low,When will my voucher be activated? I purchased it yesterday.,ai_chatbot,,0.6,6.4,escalated,4,4,0.1,US
TKT-108749,2026-03-08 21:31:06,chat,order_status,tracking_issue,medium,When will my voucher be activated? I purchased it yesterday.,bpo_vendorB,VB-002,11.8,22.9,escalated,3,5,1.66,US
